0.000000 0.000000
0.005550 0.000000
0.021139 0.000000
0.046623 0.000000
0.081776 0.000000
0.126304 0.000000
0.179848 0.000000
0.241998 0.000000
0.312302 0.000000
0.390271 0.000000
0.475390 0.000000
0.567123 0.000000
0.664924 0.000000
0.768238 0.000000
0.876513 0.000000
0.989198 0.000000
1.105756 0.000000
1.225661 0.000000
1.348405 0.000000
1.473504 0.000000
1.600492 0.000000
1.728935 0.000000
1.858422 0.000000
1.988573 0.000000
2.119035 0.000000
2.249490 0.000000
2.379646 0.000000
2.509243 0.000000
2.638052 0.000000
2.765872 0.000000
2.892530 0.000000
3.017882 0.000000
3.141809 0.000000
3.264217 0.000000
3.385037 0.000000
3.504219 0.000000
3.621735 0.000000
3.737576 0.000000
3.851748 0.000000
3.964275 0.000000
4.075193 0.000000
4.184548 0.000000
4.292401 0.000000
4.398819 0.000000
4.503875 0.000000
4.607650 0.000000
4.710230 0.000000
4.811704 0.000000
4.912161 0.000000
5.011694 0.000000
5.110395 0.000000
5.208355 0.000000
5.305664 0.000000
5.402409 0.000000
5.498674 0.000000
5.594541 0.000000
5.690087 0.000000
5.785385 0.000000
5.880503 0.000000
5.975506 0.000000
6.070451 0.000000
6.165392 0.000000
6.260379 0.000000
6.355455 0.000000
6.450658 0.000000
6.546022 0.000000
6.641577 0.000000
6.737346 0.000000
6.833350 0.000000
6.929605 0.000000
7.026123 0.000000
7.122912 0.000000
7.219978 0.000000
7.317321 0.000000
7.414942 0.000000
7.512836 0.000000
7.610999 0.000000
7.709421 0.000000
7.808094 0.000000
7.907006 0.000000
8.006146 0.000000
8.105499 0.000000
8.205052 0.000000
8.304791 0.000000
8.404700 0.000000
8.504763 0.000000
8.604966 0.000000
8.705294 0.000000
8.805731 0.000000
8.906263 0.000000
9.006876 0.000000
9.107556 0.000000
9.208291 0.000000
9.309069 0.000000
9.409877 0.000000
9.510705 0.000000
9.611544 0.000000
9.712384 0.000000
9.813217 0.000000
9.914036 0.000000
10.014835 -0.000000
10.110057 -0.002775
10.195210 -0.010569
10.270432 -0.023311
10.335946 -0.040888
10.392044 -0.063152
10.439082 -0.089924
10.477469 -0.120999
10.507657 -0.156151
10.530133 -0.195136
10.545414 -0.237695
10.554035 -0.283562
10.556543 -0.332462
10.553495 -0.384119
10.545445 -0.438256
10.532943 -0.494599
10.516532 -0.552878
10.496738 -0.612830
10.474071 -0.674203
10.449019 -0.736752
10.422047 -0.800246
10.393597 -0.864468
10.364078 -0.929211
10.333875 -0.994286
10.303341 -1.059518
10.272800 -1.124745
10.242543 -1.189823
10.212834 -1.254622
10.183904 -1.319026
10.155956 -1.382936
10.129164 -1.446265
10.103674 -1.508941
10.079608 -1.570905
10.057060 -1.632109
10.036102 -1.692518
10.016784 -1.752109
9.999135 -1.810867
9.983166 -1.868788
9.968869 -1.925874
9.956225 -1.982138
9.945196 -2.037596
9.935735 -2.092274
9.927785 -2.146201
9.921278 -2.199409
9.916140 -2.251937
9.912289 -2.303825
9.909642 -2.355115
9.908109 -2.405852
9.907600 -2.456081
9.908022 -2.505847
9.909283 -2.555198
9.911292 -2.604178
9.913958 -2.652832
9.917194 -2.701204
9.920916 -2.749337
9.925041 -2.797271
9.929491 -2.845044
9.934194 -2.892693
9.939081 -2.940252
9.944087 -2.987753
9.949153 -3.035225
9.954226 -3.082696
9.959256 -3.130190
9.964199 -3.177727
9.969016 -3.225329
9.973673 -3.273011
9.978140 -3.320788
9.982393 -3.368673
9.986412 -3.416675
9.990180 -3.464803
9.993685 -3.513062
9.996919 -3.561456
9.999876 -3.609989
10.002554 -3.658661
10.004954 -3.707471
10.007079 -3.756418
10.008935 -3.805499
10.010530 -3.854710
10.011874 -3.904047
10.012976 -3.953503
10.013851 -4.003073
10.014510 -4.052750
10.014968 -4.102526
10.015239 -4.152395
10.015339 -4.202350
10.015283 -4.252382
10.015087 -4.302483
10.014764 -4.352647
10.014331 -4.402865
10.013803 -4.453131
10.013192 -4.503438
10.012513 -4.553778
10.011779 -4.604146
10.011001 -4.654534
10.010192 -4.704938
10.009363 -4.755352
10.008522 -4.805772
10.007680 -4.856192
10.006844 -4.906609
10.006021 -4.957018
10.005319 -5.007468
10.011039 -5.061101
10.026728 -5.119689
10.052249 -5.183158
10.087383 -5.251394
10.131840 -5.324250
10.185266 -5.401547
10.247259 -5.483083
10.317369 -5.568631
10.395114 -5.657951
10.479984 -5.750787
10.571448 -5.846875
10.668964 -5.945944
10.771982 -6.047720
10.879952 -6.151931
10.992329 -6.258305
11.108578 -6.366577
11.228176 -6.476487
11.350619 -6.587787
11.475423 -6.700236
11.602127 -6.813607
11.730296 -6.927684
11.859523 -7.042266
11.989427 -7.157166
12.119658 -7.272211
12.249898 -7.387244
12.379855 -7.502122
12.509270 -7.616718
12.637914 -7.730919
12.765586 -7.844626
12.892113 -7.957756
13.017350 -8.070237
13.141178 -8.182012
13.263503 -8.293034
13.384253 -8.403271
13.503381 -8.512698
13.620855 -8.621302
13.736667 -8.729079
13.850821 -8.836032
13.963341 -8.942174
14.074261 -9.047522
14.183628 -9.152101
14.291500 -9.255939
14.397942 -9.359070
14.503030 -9.461531
14.606842 -9.563363
14.709464 -9.664606
14.810981 -9.765305
14.911486 -9.865505
15.011068 -9.965251
