0.000000 0.000000 0.000000
0.100000 0.110883 0.000000
0.200000 0.210620 0.000000
0.300000 0.308457 0.000000
0.400000 0.403638 0.000000
0.500000 0.495505 0.000000
0.600000 0.583494 0.000000
0.700000 0.667131 0.000000
0.800000 0.746028 0.000000
0.900000 0.819882 0.000000
1.000000 0.888463 0.000000
1.100000 0.951615 0.000000
1.200000 1.009248 0.000000
1.300000 1.061335 0.000000
1.400000 1.107904 0.000000
1.500000 1.149030 0.000000
1.600000 1.184837 0.000000
1.700000 1.215487 0.000000
1.800000 1.241174 0.000000
1.900000 1.262123 0.000000
2.000000 1.278583 0.000000
2.100000 1.290822 0.000000
2.200000 1.299121 0.000000
2.300000 1.303776 0.000000
2.400000 1.305086 0.000000
2.500000 1.303356 0.000000
2.600000 1.298891 0.000000
2.700000 1.291991 0.000000
2.800000 1.282954 0.000000
2.900000 1.272068 0.000000
3.000000 1.259613 0.000000
3.100000 1.245856 0.000000
3.200000 1.231052 0.000000
3.300000 1.215441 0.000000
3.400000 1.199250 0.000000
3.500000 1.182688 0.000000
3.600000 1.165947 0.000000
3.700000 1.149207 0.000000
3.800000 1.132625 0.000000
3.900000 1.116346 0.000000
4.000000 1.100497 0.000000
4.100000 1.085188 0.000000
4.200000 1.070515 0.000000
4.300000 1.056557 0.000000
4.400000 1.043381 0.000000
4.500000 1.031038 0.000000
4.600000 1.019567 0.000000
4.700000 1.008995 0.000000
4.800000 0.999339 0.000000
4.900000 0.990603 0.000000
5.000000 0.982785 0.000000
5.100000 0.975871 0.000000
5.200000 0.969843 0.000000
5.300000 0.964674 0.000000
5.400000 0.960332 0.000000
5.500000 0.956781 0.000000
5.600000 0.953979 0.000000
5.700000 0.951882 0.000000
5.800000 0.950444 0.000000
5.900000 0.949615 0.000000
6.000000 0.949347 0.000000
6.100000 0.949588 0.000000
6.200000 0.950288 0.000000
6.300000 0.951397 0.000000
6.400000 0.952866 0.000000
6.500000 0.954646 0.000000
6.600000 0.956691 0.000000
6.700000 0.958956 0.000000
6.800000 0.961399 0.000000
6.900000 0.963980 0.000000
7.000000 0.966660 0.000000
7.100000 0.969405 0.000000
7.200000 0.972183 0.000000
7.300000 0.974964 0.000000
7.400000 0.977720 0.000000
7.500000 0.980429 0.000000
7.600000 0.983068 0.000000
7.700000 0.985618 0.000000
7.800000 0.988065 0.000000
7.900000 0.990394 0.000000
8.000000 0.992595 0.000000
8.100000 0.994657 0.000000
8.200000 0.996576 0.000000
8.300000 0.998345 0.000000
8.400000 0.999963 0.000000
8.500000 1.001428 0.000000
8.600000 1.002741 0.000000
8.700000 1.003903 0.000000
8.800000 1.004917 0.000000
8.900000 1.005789 0.000000
9.000000 1.006523 0.000000
9.100000 1.007125 0.000000
9.200000 1.007601 0.000000
9.300000 1.007960 0.000000
9.400000 1.008209 0.000000
9.500000 1.008356 0.000000
9.600000 1.008409 0.000000
9.700000 1.008377 0.000000
9.800000 1.008267 0.000000
9.900000 1.008089 0.000000
10.000000 0.997751 -0.005050
10.100000 0.896677 -0.055442
10.200000 0.796604 -0.105310
10.300000 0.698395 -0.154228
10.400000 0.602811 -0.201819
10.500000 0.510517 -0.247752
